index,Song name,type,artist,lyrics
376,तेरी ओर,romantic,श्रेया घोषाल,"दिल खो गया हो गया किसीका अब रस्ता मिल गया, ख़ुशी का आँखों में है ख्वाब सा किसी का अब रास्ता मिल गया, ख़ुशी का  रस्ता नया रब्बा दिल छू रहा है खींचे मुझे कोई डोर तेरी ओर तेरी ओर तेरी ओर तेरी ओर हाय रब्बा तेरी ओर तेरी ओर तेरी ओर तेरी ओर तेरी ओर तेरी ओर हाय रब्बा तेरी ओर तेरी ओर तेरी ओर खुली फ़िज़ाएँ घुलती घटाएं सर पे नया है आसमां चारों दिशाएं हंस के बुलाएं क्यों सब हुए हैं मेहरबान हाँ.. हमें तो यही रब्बा क़सम से पता है दिल पे नहीं कोई ज़ोर कोई ज़ोर तेरी ओर तेरी ओर तेरी ओर हाय रब्बा तेरी ओर तेरी ओर तेरी ओर तेरी ओर तेरी ओर तेरी ओर हाय रब्बा तेरी ओर तेरी ओर तेरी ओर एक हीर थी और था एक राँझा कहते हैं मेरे गाँव में सच्चा हो दिल तो सौ मुश्क़िलों हों झुकता नसीबा पाँव में हो हो आँचल तेरा रब्बा फलक बन गया है अब इसका नहीं कोई ओर कोई छोर तेरी ओर तेरी ओर तेरी ओर हाय रब्बा तेरी ओर तेरी ओर तेरी ओर दिल खो गया हो गया किसीका अब रस्ता मिल गया ख़ुशी का आँखों में है ख्वाब सा किसी का अब रस्ता मिल गया ख़ुशी का रस्ता नया रब्बा दिल छू रहा है खींचे मुझे कोई डोर तेरी ओर तेरी ओर तेरी ओर तेरी ओर हाय रब्बा तेरी ओर तेरी ओर तेरी ओर तेरी ओर तेरी ओर तेरी ओर हाय रब्बा तेरी ओर तेरी ओर तेरी ओर तेरी ओर तेरी ओर तेरी ओर हाय रब्बा तेरी ओर तेरी ओर तेरी ओर"
377,तेरी खुशबू,sad,अरिजीत सिंह,तेरी खुशबू और तेरी सांसें  क़तरा क़तरा सब भुलायेंगे  सिलवटें जो तुमने छोड़ी है धीरे-धीरे सब मिटायेंगे  काटने को इतनी लम्बी उम्र आगे है  जाने किसके पीछे तू बेवजह भागे है आँख नम होती है होने दो  होंठ लेकिन मुस्कुराएंगे  उसकी रातों से सुबह अपनी  रफ्ता रफ्ता खींच लाएंगे ऐसा कोई दिल नहीं जो कभी टूटा नहीं  कांच से उम्मीद क्या रखना  ऐसा कोई दिल नहीं जो कभी टूटा नहीं  कांच से उम्मीद क्या रखना काटने को इतनी लम्बी उम्र आगे है  जाने किसके पीछे तू बेवजह भागे है आँख नम होती है होने दो  होंठ लेकिन मुस्कुराएंगे  उसकी रातों से सुबह अपनी  रफ्ता रफ्ता खींच लाएंगे चल नयी शुरुआत कर  भूल के जो हो गया  हाथ पे यूँ हाथ क्या रखना  हो.. चल नयी शुरुआत कर  भूल के जो हो गया  हाथ पे यूँ हाथ क्या रखना.. काटने को इतनी लम्बी उम्र आगे है  जाने किसके पीछे तू बेवजह भागे हैं तेरी खुशबू और तेरी सांसें  क़तरा क़तरा सब भुलायेंगी  सिलवटें जो तुमने छोड़ी हैं  धीरे-धीरे सब मिटायेंगे
378,तेरी चुनरिया,romantic,अलका याग्निक,"सरकी जो सर से वो धीरे धीरे पागल हुआ रे मैं धीरे धीरे तेरी चुनरिया.. दिल ले गयी.. सरकी जो सर से वो धीरे धीरे पागल हुआ रे मै धीरे धीरे.. तेरी चुनरिया.. दिल ले गयी तेरी ये बिंदिया दिल ले गयी ओ हो.. ला ला ला.. तुमसे मिलकर ये जाना है होता क्यूँ दिल ये दीवाना है तय कर लिया तुम्हें पाना है क्या प्यार है ये दिखाना है मेरे भोले सनम, मेरे प्यारे सनम दीवाने सनम, अनजाने सनम बोले मेरा कंगना धीरे धीरे बोले मेरी पायल धीरे धीरे हो बोले तेरा कंगना धीरे धीरे बोले तेरी पायल धीरे धीरे तेरी चुनरिया.. दिल ले गयी तेरी ये बिंदिया दिल ले गयी ला ला ला ला ला ला ला.. हो हो हो आ हा हा हा.. तेरा मेरा जन्मों का नाता है यूँ ही नहीं दिल लुभाता है रिश्ते ये रब ही बनाता है करके बहाने मिलाता है मेरी यादों में तुम, मेरी बातों में तुम मेरी सांसो मे तुम, मेरी राहों में तुम बोले मेरी धड़कन धीरे धीरे बोले मेरी तड़पन धीरे धीरे.. ओ बोले मेरी धड़कन धीरे धीरे बोले मेरी तड़पन धीरे धीरे.. तेरी चुनरिया.. दिल ले गयी तेरी ये बिंदिया दिल ले गयी"
379,तेरी दोस्ती से,romantic,आशा भोसले,तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का है बदनसीबी हमारी सनम न मिल सका प्यार आपका तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का है बदनसीबी हमारी सनम न मिल सका प्यार का तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार क  किसको भला दोष दें क़िस्मत की सब बात है सब ज़ोर उसका चले अपने ना कुछ हाथ है कैसे काटूं मैं ये ज़िन्दगी तेरे बिना सजना  तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का  मैं तो नहीं पर मेरा साया तेरे साथ है बाहों में तेरी सनम मेरी ही सौगात है तेरे मिलन को तड़पता हूँ मैं अब हर घड़ी दिलरुबा  [तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का] x 2  काँटों का जंगल लगे साथी ये दुनिया मुझे यादों में तू है बसा कैसे भुलाऊँ तुझे काटे कटे ना ये ज़िन्दगी तेरे बिना साजना..  तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार क  है बदनसीबी हमारी सनम न मिल सका प्यार आपका तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का तेरी दोस्ती से मिला है मुझे एक तोहफ़ा प्यार का हो एक तोहफ़ा प्यार का हाँ एक तोहफ़ा प्यार का
380,तेरी फ़रियाद,sad,जगजीत सिंह,अब कोई आस न उम्मीद बची हो जैसे अब कोई आस न उम्मीद बची हो जैसे तेरी फरियाद मगर मुझमे दबी हो जैसे  जागते जागते इक उम्र कटी हो जैसे जागते जागते इक उम्र कटी हो जैसे  अब कोई आस न उम्मीद बची हो जैसे  “लाइफ में जो हम चाहते हैं और जो हम चुनते हैं उसके बीच में हमारी कमजोरी छुपी होती है और कभी-कभी ताकत”  कैसे बिछड़ो के वोह मुझमे कहीं रहता है  उस से जब बचके गुज़रता हूँ तोह ये लगता है  वोह नज़र चुप के मुझे देख रही हो जैसे हम्म हम्म..
381,"तेरी मेरी, मेरी तेरी",sad,श्रेया घोषाल,"तेरी मेरी, मेरी तेरी प्रेम कहानी है मुश्किल दो लफ़्ज़ों में ये बयाँ ना हो पाए इक लड़का, एक लडकी की ये कहानी है नयी दो लफ़्ज़ों में ये बयाँ ना हो पाए एक दूजे से हुए जुदा जब एक दूजे के लिए बने तेरी मेरी, मेरी तेरी प्रेम कहानी है मुश्किल दो लफ़्ज़ों में... तुमसे दिल जो लगाया, दो जहां मैंने पाया कभी सोचा न था ये, मीलों दूर होगा साया क्यों खुदा तूने मुझे ऐसा ख्वाब दिखाया जब हकीकत में उसे तोड़ना था इक दूजे से हुए जुदा, जब इक दूजे के लिए बने तेरी मेरी, मेरी तेरी... तेरी मेरी बातों का हर लम्हां सबसे अनजाना दो लफ़्ज़ों में... हर एहसास में तू है, हर इक याद में तेरा अफ़साना दो लफ़्ज़ों में... सारा दिन बीत जाए, सारी रात जगाये बस ख़याल तुम्हारा, लम्हां-लम्हां तड़पाये ये तड़प कह रही है मिट जाए फासले ये तेरे मेरे दरमियान जो है सारे इक दूजे से हुए जुदा, जब इक दूजे के लिए बने तेरी मेरी बातों का हर लम्हां सबसे अनजाना दो लफ़्ज़ों में... हर एहसास में तू है, हर एक याद में तेरा अफ़साना दो लफ़्ज़ों में... तेरी मेरी, मेरी तेरी..."
382,तेरे इश्क में,romantic,आशा भोसले,नींद और चैन मेरे उड़ गए नींद और चैन मेरे उड़ गए दिल के पन्ने सब खुल गए नींद और चैन मेरे उड़ गए दिल के पन्ने सब खुल गए पंख लगा कर क्यूँ उड़ गए दिल से तेरे हाँ जुड़ गए तेरे इश्क में तेरे इश्क में इश्क में तेरे इश्क में हाँ तेरे इश्क में इश्क में..  दिल की जुबान लब की जुबान एक हो गयी राह तेरी राह मेरी एक हो गयी दिल की जुबान लब की जुबान एक हो गयी राह तेरी राह मेरी एक हो गयी अब दिल का लिखा दिल ही पढ़े ये लब्ज़ तो है बड़े मनचले पंख लगा कर क्यूँ उड़ गए दिल से तेरे हाँ जुड़ गए तेरे इश्क में तेरे इश्क में इश्क में तेरे इश्क में हाँ तेरे इश्क में इश्क में..  हाँ गुज़ारिश भी साज़िश भी है दरमियान उल्फत की बारिश भी है दरमियान हर समाज से परे क्या करे क्या ना करे खुद को सताए तेरे पीछे पड़े पंख लगा कर क्यूँ उड़ गए दिल से तेरे हाँ जुड़ गए तेरे इश्क में तेरे इश्क में तेरे इश्क में तेरे इश्क में तेरे इश्क में तेरे इश्क में तेरे इश्क में तेरे इश्क में तेरे इश्क में तेरे इश्क में
383,तेरे जैसा,romantic,"तुलसी कुमार, सचेत टनड़न",तेरे जैसा मुझको बना दे मेरा ना दूजा कोई संत और पीर हुवे सब रब के संत और पीर हुवे सब रब के मैं तो तेरी होई तेरे जैसा मुझको बना दे मेरा ना दूजा कोई..  मुझे बस यार यार इक बार-बार रब तू है तो दिला दे सब वार वार हर बार बार मेरे यार यार से मिला दे   मुझे बस यार यार इक बार-बार रब तू है तो दिला दे सब वार वार हर बार बार मेरे यार यार से मिला दे  मैं जहां जहां गया वहाँ बसर फ़िज़ूल था बस एक तेरी उन्ही निगाहों को हमेशा ढूंढता मेरे रात की सुबह मेरे दर्द की दवा ना ज़मीन ना आसमां हो हमारे दरमियां  तेरे जैसा मुझको बना दे मेरा ना दूजा कोई  मुझे बस यार यार इक बार-बार रब तू है तो दिला दे सब वार वार हर बार बार मेरे यार यार से मिला दे
384,तेरे जैसा यार कहाँ,party,किशोर कुमार,तेरे जैसा यार कहाँ कहाँ ऐसा याराना याद करेगी दुनियां तेरा मेरा अफसाना तेरे जैसा यार कहाँ कहाँ ऐसा याराना याद करेगी दुनियां तेरा मेरा अफसाना मेरी ज़िन्दगी सवारी मुझको गले लगाके बैठा दिया फलक पे मुझे ख़ाक से उठाके मेरी ज़िन्दगी सवारी मुझको गले लगाके बैठा दिया फलक पे मुझे ख़ाक से उठाके यारा तेरी यारी को मैने तो खुदा माना याद करेगी दुनियां तेरा मेरा अफसाना  मेरे दिल की ये दुआ है कभी दूर तू न जाए तेरे बिना हो जीना वो दिन कभी न आये मेरे दिल की ये दुआ है कभी दूर तू न जाए तेरे बिना हो जीना वो दिन कभी न आये तेरे संग जीना यहाँ तेरे संग मर जाना याद करेगी दुनियां तेरा मेरा अफसाना  तेरे जैसा यार कहाँ कहा ऐसा याराना याद करेगी दुनियां तेरा मेरा अफसाना
385,तेरे दर्द से,sad,कुमार सानू,तेरे दर्द से दिल आबाद रहा तेरे दर्द से दिल आबाद रहा कुछ भूल गए कुछ याद रहा कुछ याद रहा  तेरे दर्द से दिल आबाद रहा कुछ भूल गए कुछ याद रहा कुछ याद रहा  नसीबा भी क्या रंग लाया कहाँ लाके हमको मिलाया नसीबा भी क्या रंग लाया कहाँ लाके हमको मिलाया  अपनी वफ़ा ले गुल खिल ना पाए मिलके भी तुझसे हम मिल ना पाए दर्द-ए-दिल हम कैसे सहे दूर भी हम कैसे रहे  तेरे दर्द से दिल आबाद रहा तेरे दर्द से दिल आबाद रहा कुछ भूल गए कुछ याद रहा कुछ याद रहा  जान-ए-वफ़ा तुझको क्या दे दिल कह रहा है दुआ दें जान-ए-वफ़ा तुझको क्या दे दिल कह रहा है दुआ दें  अरमान बुझे हैं सपने धुंआ हैं मर मर के हम तो ज़िंदा यहाँ हैं बेखुदी में हम खो गए फिर जुदा तुझसे हो गए  चाहत का जहां बर्बाद रहा चाहत का जहां बर्बाद रहा कुछ भूल गए कुछ याद रहा कुछ याद रहा  तेरे दर्द से दिल आबाद रहा कुछ भूल गए कुछ याद रहा कुछ याद रहा  तेरे दर्द से दिल आबाद रहा कुछ भूल गए कुछ याद रहा कुछ याद रहा  तेरे दर्द से दिल आबाद रहा कुछ भूल गए कुछ याद रहा कुछ याद रहा
386,तेरे नाम,sad,अलका याग्निक,"ला ला ला तेरे नाम हम ने किया हैजीवन अपना सारा सनमहो.. जीवन अपना सारा सनमतेरे नाम ला ला लातेरे नाम ला ला लातेरे नाम हम ने किया हैजीवन अपना सारा सनमहो.. जीवन अपना सारा सनमप्यार बहुत करते है तुमसेइश्क़ है तू हमारा सनमहो.. इश्क़ है तू हमारा सनमला ला ला ला लाला लाला ला ला ला लाला ला ला ला लाला ला ला ला ला ला ला ला ला ला ला लातेरे इश्क़ ने साथियातेरा हाल क्या कर दियातेरे इश्क़ ने साथियातेरा हाल क्या कर दियागुलशन भी अब तो बिराना लगता हैहर अपना हमको बेगाना लगता हैहम तो तेरी यादों में खोये रहते हैंलोग हमें पागल दीवाना कहते हैंतेरे बिना, तेरे बिनातेरे बिना नामुमकिन हैज़िन्दगी का गुजरा सनमहो.. ज़िन्दगी का गुजरा सनमलागी छुटे ना, लागी छुटे नालागी छुटे ना, इश्क का घागा टूटे नालागी छुटे ना, लागी छुटे नालागी छुटे ना, इश्क का घागा टूटे नातेरे इश्क़ ने साथियातेरा हाल क्या कर दियातेरे इश्क़ ने साथियातेरा हाल क्या कर दियानैनो से बहते अश्कों के धारों मेंहमने तुझको देखा चाँद सितारों मेंबिरहा की अग्नि में पल पल तपती हैंअब तो सांसें तेरी माला जपती हैंतेरे लिए, तेरे लिएतेरे लिए, इस दुनियां काहर सितम है गवारा सनमहो.. हर सितम है गवारा सनमतेरे नाम हम ने किया हैजीवन अपना सारा सनमहो.. जीवन अपना सारा सनमहम्म हम्म..तेरे नाम..तेरे नामतेरे नाम"
387,तेरे नैना बड़े कातिल,romantic,श्रेया घोषाल,"तेरे नैना… नैना… नैना…तेरे नैना… नैना… नैना…क़ातिलाना बड़े नैना नैनातेरे नैना… नैना… नैना…तेरे नैना… नैना… नैना…क़ातिलाना बड़े नैना नैनाक़ातिलाना…क़ातिलाना अदा से एक दिन इस दिल कोहंसाएंगे, रुलाएंगे मार ही डालेंगेतेरे नैना बड़े क़ातिल मार ही डालेंगेगा मा पा सा… सागा मा पा सा… पागा मा पा सा… सागा से रे रेशरारत नैना करते हैंतड़पना दिल को पड़ता हैओ धीरे धीरे हौले हौलेसिलसिला भी बढ़ता हैतेरी यादों कि गर्मी सेमेरा लम्हा पिघलता हैदर्द को तेरी बाहों मेंबड़ा आराम मिलता हैबड़ा आराम मिलता हैक़ातिलाना अदाओं से एक दिन इस दिल कोहंसाएंगे, रुलाएंगे मार ही डालेंगेतेरे नैना बड़े क़ातिल मार ही डालेंगेनैना… क़ातिलाना… नैना रेतेरे एहसास कि ख़ुश्बूमेरी साँसों में बहती हैतेरे दीदार कि ख्वाहिशमुझे दिन रात रहती हैतेरे आने कि आहाट सेमचलते हैं, महकते हैंबिछड़ते हैं तो हर लम्हातेरी ही राह ताकते हैंतेरी ही राह ताकते हैंक़ातिलाना अदाओं से एक दिन इस दिल कोहंसाएंगे, रुलाएंगे मार ही डालेंगेतेरे नैना बड़े क़ातिल मार ही डालेंगेतेरे नैना… नैना… नैना…तेरे नैना… नैना… नैना…क़ातिलाना बड़े नैना नैनातेरे नैना… नैना… नैना…तेरे नैना… नैना… नैना…क़ातिलाना बड़े नैना नैनातेरे नैना… नैना… नैना…तेरे नैना… नैना… नैना…क़ातिलाना बड़े नैना नैनातेरे नैना… नैना… नैना…तेरे नैना… नैना… नैना…क़ातिलाना बड़े नैना नैना"
388,तेरे बिना ज़िन्दगी से,sad,"किशोर कुमार, लता मंगेशकर","तेरे बिना ज़िन्दगी से कोई शिकवा तो नहीं, शिकवा नहीं शिकवा नहीं, शिकवा नहीं तेरे बिना ज़िन्दगी भी लेकिन ज़िन्दगी तो नहीं, ज़िन्दगी नहीं ज़िन्दगी नहीं, ज़िन्दगी नहीं तेरे बिना ज़िन्दगी से कोई शिकवा तो नहीं..  काश ऐसा हो तेरे क़दमों से चुन के मंज़िल चलें और कहीं दूर कह काश ऐसा हो तेरे क़दमों से चुन के मंज़िल चलें और कहीं दूर कह  तुम गर साथ हो मंज़िलों की कमी तो नहीं  तेरे बिना ज़िन्दगी से कोई शिकवा तो नहीं, शिकवा नहीं, शिकवा नहीं, शिकवा नहीं  जी में आता है तेरे दामन में सर छुपा के हम रोते रहें, रोते रहें जी में आता है तेरे दामन में सर छुपा के हम रोते रहें, रोते रहें तेरी भी आँखों में आँसुओं की नमी तो नहीं  तेरे बिना ज़िन्दगी से कोई शिकवा तो नहीं, शिकवा नहीं शिकवा नहीं, शिकवा नहीं तेरे बिना ज़िन्दगी भी लेकिन ज़िन्दगी तो नहीं, ज़िन्दगी नहीं, ज़िन्दगी नहीं, ज़िन्दगी नहीं  तुम जो कह दो तो आज की रात चाँद डूबेगा नहीं रात को रोक ल तुम जो कह दो तो आज की रात चाँद डूबेगा नहीं रात को रोक ल रात की बात है और ज़िन्दगी बाकी तो नहीं  तेरे बिना ज़िन्दगी से कोई शिकवा तो नहीं, शिकवा नहीं शिकवा नहीं, शिकवा नहीं तेरे बिना ज़िन्दगी भी लेकिन ज़िन्दगी तो नहीं, ज़िन्दगी नहीं ज़िन्दगी नहीं, ज़िन्दगी नहीं  तेरे बिना ज़िन्दगी से कोई शिकवा तो नहीं  "
389,तेरे मस्त मस्त दो नैन ,romantic,श्रेया घोषाल,"ताकते रहते तुझको सांझ सवेरे नैनों में बसिया जैसे नैन यह तेरे तेरे मस्त मस्त दो नैन मेरे दिल का ले गये चैन  पहले पहल तुझे देखा तो दिल मेरा धड़का हाए जल जल उठा हूँ मैं शोला जो प्यार का, भड़का हाए नींदों में घूल गये हैं सपने जो तेरे बदले से लग रहे हैं अंदाज़ मेरे  तुझसे शुरू हुई तुझपे ही ख़त्म हो दुनिया मेरी  ये बात दिल में थी, नैनों ने बोल दी, मैं हूँ तेरी  तुझको ही याद कर के आहें भरूँ मैं मिल के ही मिल न पाऊं, अब क्या करूँ मैं माही बे-आप सा, दिल यह बेताब सा, तडपा जाए नैनों के झील में, उतरा था यूँही दिल, डूबा जाए होशों हवास अब तो खोने लगे हैं हम भी दीवाने तेरे होने लगे हैं  "
390,तेरे लिए सिर्फ तेरे लिए,romantic,आतिफ़ असलम,"तू ही बता कौन तू है मेरा कब से तू दिल में रहता है क्या पता  क्यूँ लागे मुझे तेरे बिन ज़िन्दगी एक पल भी कभी पायेगी ना ख़ुशी  तुझको पहचाना मैंने तब जाना की जिंदा हूँ मैं.. तेरे लिए.. सिर्फ तेरे लिए हर पल रहूँ मैं सिर्फ तेरे लिए तेरे लिए.. सिर्फ तेरे लिए हर पल रहूँ मैं सिर्फ तेरे लिए वो.. ओ.. छायी सी है जो आरज़ू दिल पे मेरे क्या वही आरज़ू है तुझको भी घेरे पल जो संग बीते उनकी तस्वीरें रख ले आँखों में यूँ हम दोनों फिर तू कहीं भी हो, लगे पास ही मुझको की जिंदा हूँ मैं.. तेरे लिए.. सिर्फ तेरे लिए हर पल रहूँ मैं सिर्फ तेरे लिए तेरे लिए.. सिर्फ तेरे लिए हर पल रहूँ मैं सिर्फ तेरे लिए वो.. ओ.. की कहा जेह्दी मन दी ऐ गल हाय तू ते हो सकदा ऐ पागल बात मेरी रही अनकही अनसुनी तू समझ ले सनम चाहे मैं कहूं या ना कहूं, हाय.. मैं ते जाना दिल से तेरी हूँ  कल तक हम दोनों अजनबी से थे राहों में आज है तू ही मेरी साँसों में आहों में कोई बतलाये सपने कब छाए पास कब आये यूँ हम दोनों जागा है क्या जादू बस मैं हूँ और बस तू की जिंदा हूँ मैं.. तेरे लिए.. सिर्फ तेरे लिए हर पल रहूँ मैं सिर्फ तेरे लिए तेरे लिए.. सिर्फ तेरे लिए हर पल रहूँ मैं सिर्फ तेरे लिए वो.. ओ.. "
391,तेरे लिए तेरे लिए,romantic,जुबिन नौटियाल ,"मैंने पूछा ये दिल से  मैं क्यूँ हूँ जहाँ में  एक धड़कन बोली तेरे लिए मैंने यादें तराशी  और ख्व़ाब बना दी  नयी दुनिया बसा दी तेरे लिए  तेरे लिए.. तेरे लिए..  तेरे लिए.. तेरे लिए… जो मैं कहता हूँ, जो सुनता हूँ  जो सहता हूँ, तेरे लिए  मैं गिरता हूँ, संभलता हूँ  फिर चलता हूँ, तेरे लिए  कोई दर्द हूँ गहरा  कोई अक्स हूँ पिसर  मैं क्या हूँ बाता दे तेरे लिए  यादों का चेहरा  कोई ख्व़ाब सुनेहरा  मैं क्या हूँ बाता दे तेरे लिए  तेरे लिए.. तेरे लिए..  तेरे लिए.. तेरे लिए.. मैं खोया सा एक लम्हा हूँ  बस इस पल हूँ तेरे लिए  मैं आवारा बादल हूँ  बस इस पल हूँ तेरे लिए  मेरे हर मर्ज़ की तू दुआ है  हुई है कुबूल वो दुआ है  ये उल्फत है या कोई नशा है  जिसे छूना चाहे वो धुंआ है  तेरे लिए.. तेरे लिए..  तेरे लिए.. तेरे लिए… जो मैं कहता हूँ, जो सुनता हूँ  जो सहता हूँ, तेरे लिए.. मैं गिरता हूँ, संभलता हूँ  फिर चलता हूँ, तेरे लिए.."
392,तेरे लिए,sad,लता मंगेशकर,आ.. आ.. दीवाना दीवाना दिल दीवाना दीवाना दिल दीवाना दीवाना दिल दीवाना.. दीवाना..  दिल का आना हाय हाय दिल का जाना हाय हाय दिल का आना हाय हाय दिल का जाना हाय हाय ये आया वो गया जाने कहां खो गया दिल.. दिल परदेसी हो गया दिल.. दिल परदेसी हो गया  दिल का आना हाय हाय दिल का जाना हाय हाय ये आया वो गया जाने कहां खो गया दिल.. दिल परदेसी हो गया दिल.. दिल परदेसी हो गया  आ.. आ..  मेरा दिल अब पास है तेरे तेरा दिल अब पास है मेरे आ.. आ.. मेरा दिल अब पास है तेरे तेरा दिल अब पास है मेरे  मैंने तुमको देखा जबसे मुझको इसपर शक था तबसे एक न एक दिन छोडके मुझको  जायेगा हाँ लो गया.. दिल.. दिल परदेसी हो गया दिल.. दिल परदेसी हो गया  आ.. आ..  एक डगर है बस जाने की राह नहीं वापस आने की एक डगर है बस जाने की राह नहीं वापस आने की हमने देखे प्यार के सपने हम दोनों है दुश्मन अपने  हम दोनों को नींद न आयी सारा जग सो गया.. दिल.. दिल परदेसी हो गया दिल.. दिल परदेसी हो गया     दिल का आना हाय हाय दिल का जाना हाय रे हाय दिल का आना हाय हाय दिल का जाना हाय रे हाय ये आया वो गया जाने कहां खो गया दिल.. दिल परदेसी हो गया दिल.. दिल परदेसी हो गया  आ.. ओ.. हम्म..  दीवाना दीवाना दिल दीवाना दीवाना दिल दीवाना दीवाना दिल दीवाना.. दीवाना.
393,तेरे संग यारा,romantic,आतिफ़ असलम,तेरे संग यारा खुशरंग बहारा तू रात दीवानी मैं ज़र्द सितारा  ओ करम खुदाया है तुझे मुझसे मिलाया है तुझपे मरके ही तो मुझे जीना आया है ओ तेरे संग यारा ख़ुश रंग बहारा तू रात दीवानी मैं ज़र्द सितारा ओ तेरे संग यारा ख़ुश रंग बहारा मैं तेरा हो जाऊं जो तू करदे ईशारा कहीं किसी भी गली में जाऊं मैं तेरी खुशबू से टकराऊं मैं हर रात जो आता है मुझे वो ख्वाब तू.. तेरा मेरा मिलना दस्तूर है तेरे होने से मुझमे नूर है मैं हूँ सूना सा एक आसमान महताब तू.. ओ करम खुदाया है तुझे मैंने जो पाया है तुझपे मरके ही तो मुझे जीना आया है ओ तेरे संग यारा ख़ुश रंग बहारा तू रात दीवानी मैं ज़र्द सितारा ओ तेरे संग यारा ख़ुश रंग बहारा तेरे बिन अब तो ना जीना गवारा मैंने छोड़े हैं बाकि सारे रास्ते बस आया हूँ तेरे पास रे मेरी आँखों में तेरा नाम है पहचान ले.. सब कुछ मेरे लिए तेरे बाद है सौ बातों की इक बात है मैं न जाऊंगा कभी तुझे छोड़ के ये जान ले ओ करम खुदाया है तेरा प्यार जो पाया है तुझपे मरके ही तो मुझे जीना आया है ओ तेरे संग यारा ख़ुश रंग बहारा तू रात दीवानी मैं ज़र्द सितारा ओ तेरे संग यारा ख़ुश रंग बहारा मैं बहता मुसाफ़िर तू ठहरा किनारा
394,तेरे होके रहेंगे,romantic,अरिजीत सिंह,कल थे मिले फिर क्यों लगे ऐसे तुमसे मिले अरसा हुआ जैसे अब तू बता जो हो पता तेरे बिना लम्हा लम्हा जिएंगे कैसे  तेरी बाहों का घेरा बड़ा मेहफ़ूज़ लगे है बड़ी बेख़ौफ़ जगह है ये… ओ… इनमे ही रहना चाहें तेरी पनाहें जब तक है जीना चाहेंगे ओ… ओ… तेरे होके रहेंगे ओ… ओ… दिल ज़िद पे अड़ा है ओ… ओ… तेरे होके रहेंगे ओ… ओ… तेरा शौक़ चढ़ा ओ… ओ…  आँखों में सपनों को रख ले मेरे इनको ना जग तोड़ दे फिर मेरी क़िस्मत को जैसे हो दिल वैसा ही तू मोड़ दे तू ही तो है हौसला चाहत का तू है सिला जीते जी ना जी सकें कहीं अब जो तू ना मिला  ओ… ओ… तेरे होके रहेंगे ओ… ओ… दिल ज़िद पे अड़ा है ओ… ओ… तेरे होके रहेंगे ओ… ओ… तेरा शौक़ चढ़ा ओ… ओ…
395,तौबा ये मतवाली चाल,romantic,मुकेश,"तौबा ये मतवाली चाल झुक जाए फूलों की डाल तौबा ये मतवाली चाल झुक जाए फूलों की डाल  चाँद और सूरज आकर माँगें तुझसे रँग-ए-जमाल हसीना तेरी मिसाल कहाँ  तौबा ये मतवाली चाल झुक जाए फूलों की डाल चाँद और सूरज आकर माँगें तुझसे रँग-ए-जमाल हसीना तेरी मिसाल कहाँ तौबा ये मतवाली चाल  सितम ये अदाओं की रानाइयाँ हैं सितम ये अदाओं की रानाइयाँ हैं कयामत है क्या तेरी अँगड़ाइयाँ हैं बहार-ए-चमन हो, घटा हो धनक हो बहार-ए-चमन हो, घटा हो धनक हो ये सब तेरी सूरत की परछाईयाँ हैं के तन से, उड़ता गुलाल कहाँ  तौबा ये मतवाली चाल झुक जाए फूलों की डाल चाँद और सूरज आकर माँगें तुझसे रँग-ए-जमाल हसीना तेरी मिसाल कहाँ तौबा ये मतवाली चाल  हूँ मैं भी दीवानों का इक शाहज़ादा हूँ मैं भी दीवानों का इक शाहज़ादा तुझे देखकर, हो गया कुछ ज़्यादा ख़ुदा के लिए मत बुरा मान जाना ख़ुदा के लिए मत बुरा मान जाना ये लब छू लिये हैं, यूँ ही बे-इरादा नशे में इतना ख़याल कहाँ  तौबा ये मतवाली चाल झुक जाए फूलों की डाल चाँद और सूरज आकर माँगें तुझसे रँग-ए-जमाल हसीना तेरी मिसाल कहाँ तौबा ये मतवाली चाल  यही दिल में है तेरे नज़दीक आ के यही दिल में है तेरे नज़दीक आ के मिलूँ तेरे पलकों पे पलके झुका के जो तुझसा हसीं सामने हो तो कैसे जो तुझसा हसीं सामने हो तो कैसे चला जाऊँ पहलू में दिल को दबा के कि मेरी इतनी मजाल कहाँ  तौबा ये मतवाली चाल झुक जाए फूलों की डाल चाँद और सूरज आकर माँगें तुझसे रँग-ए-जमाल हसीना तेरी मिसाल कहाँ तौबा ये मतवाली चाल"
